time_s,err_mag,err_x,err_y,err_z
1.745,0.001204,-0.00044,-0.000489,0.001008
1.75,0.006896,-0.004801,-0.00485,0.000996
1.753,0.012356,-0.008682,-0.008732,0.001018
1.757,0.016986,-0.011964,-0.012014,0.001025
1.763,0.020619,-0.014537,-0.014587,0.001014
1.767,0.023134,-0.016317,-0.016367,0.001007
1.772,0.024442,-0.017244,-0.017293,0.000998
1.777,0.024512,-0.017293,-0.017343,0.000987
1.783,0.023362,-0.01648,-0.016529,0.000979
1.786,0.021055,-0.014848,-0.014897,0.000971
1.791,0.017701,-0.012474,-0.012523,0.000961
1.796,0.01345,-0.009463,-0.009511,0.000951
1.799,0.008489,-0.005942,-0.00599,0.000941
1.804,0.003088,-0.002058,-0.002105,0.00093
1.807,0.002985,0.002031,0.001984,0.00092
1.812,0.008727,0.006161,0.006114,0.00091
1.815,0.014374,0.010167,0.010121,0.000901
1.818,0.019635,0.013893,0.013847,0.000893
1.822,0.024309,0.017202,0.017157,0.000802
1.826,0.028253,0.019994,0.019948,0.000736
1.83,0.03134,0.022177,0.022132,0.000761
1.834,0.033462,0.023677,0.023632,0.000788
1.837,0.034546,0.024444,0.024399,0.000779
1.841,0.034565,0.024457,0.024413,0.000771
1.845,0.033537,0.023731,0.023686,0.000777
1.85,0.031518,0.022303,0.022258,0.000781
1.853,0.028602,0.02024,0.020195,0.000779
1.858,0.024917,0.017633,0.017588,0.000777
1.862,0.02062,0.014593,0.014548,0.000776
1.866,0.015892,0.011247,0.011201,0.000775
1.872,0.010927,0.00773,0.007684,0.000772
1.875,0.005936,0.004185,0.004138,0.00077
1.881,0.001287,0.000753,0.000706,0.000768
1.886,0.003555,-0.00243,-0.002478,0.000767
1.891,0.00749,-0.005253,-0.005301,0.000633
1.896,0.010838,-0.007629,-0.007678,0.000553
1.9,0.01346,-0.009484,-0.009533,0.000603
1.905,0.015257,-0.010754,-0.010803,0.000645
1.909,0.016164,-0.011396,-0.011446,0.000637
1.913,0.016166,-0.011397,-0.011447,0.000633
1.916,0.015278,-0.010768,-0.010819,0.000648
1.92,0.013551,-0.009545,-0.009596,0.000658
1.924,0.011066,-0.007785,-0.007837,0.000661
1.928,0.007939,-0.005568,-0.005619,0.000664
1.932,0.004316,-0.002989,-0.00304,0.000669
1.935,0.000722,-0.000157,-0.000208,0.000673
1.939,0.003996,0.00281,0.00276,0.000675
1.944,0.008184,0.005792,0.005742,0.000678
1.948,0.012242,0.008668,0.008618,0.000681
1.952,0.015992,0.011322,0.011273,0.000685
1.958,0.019298,0.013665,0.013616,0.000541
1.963,0.022068,0.015624,0.015577,0.000497
1.967,0.024212,0.017139,0.017092,0.000583
1.973,0.025652,0.018156,0.01811,0.000619
1.977,0.026339,0.018642,0.018598,0.000602
1.982,0.026264,0.018588,0.018545,0.000601
1.986,0.025442,0.018006,0.017964,0.00062
1.99,0.023917,0.016926,0.016886,0.00063
1.995,0.021761,0.015401,0.015361,0.000631
1.999,0.019072,0.013498,0.013459,0.000635
2.004,0.015966,0.0113,0.011261,0.000641
2.007,0.012575,0.008899,0.008861,0.000646
2.011,0.009042,0.006396,0.006358,0.000648
2.015,0.005517,0.003893,0.003855,0.000652
2.018,0.002184,0.001492,0.001454,0.000656
2.022,0.001337,-0.000713,-0.000751,0.000846
2.026,0.003862,-0.002648,-0.002686,0.00083
2.03,0.006091,-0.004251,-0.00429,0.000791
2.034,0.007817,-0.005474,-0.005515,0.000859
2.038,0.00895,-0.006277,-0.006319,0.000881
2.042,0.009451,-0.006634,-0.006678,0.000851
2.046,0.009322,-0.006543,-0.006588,0.000833
2.051,0.008581,-0.006016,-0.006062,0.000835
2.055,0.007269,-0.005083,-0.00513,0.00083
2.059,0.005454,-0.003788,-0.003837,0.000819
2.064,0.003239,-0.002192,-0.002242,0.00081
2.068,0.000976,-0.000365,-0.000416,0.000804
2.073,0.002386,0.001615,0.001564,0.000797
2.077,0.005207,0.003665,0.003613,0.00079
2.081,0.00806,0.005698,0.005646,0.000784
2.084,0.010785,0.007632,0.00758,0.000778
2.088,0.0133,0.009392,0.009341,0.001199
2.092,0.015465,0.010916,0.010865,0.001402
2.096,0.017189,0.012143,0.012093,0.001329
2.099,0.018459,0.013044,0.012996,0.001305
2.103,0.019232,0.01359,0.013545,0.001312
2.107,0.019481,0.013768,0.013724,0.001277
2.113,0.019214,0.013579,0.013538,0.001228
2.116,0.018456,0.013043,0.013003,0.001196
2.121,0.017247,0.012187,0.012148,0.00117
